image_path,label,name,brand,notes,image_url
perfume_images\wpbjuqib12eo6vjnomn494my3icsfzhfhwvn87wlbp7550b4mhb28gncxit7-w500-q85.jpg,Floral,Iris Goddess,Floral Street,"Iris (Florentine/Tuscany), Musk, Chilipepper, Violet, Suede, Lemon Zest, Patchouli, Vanilla",
perfume_images\5uup10lpaf4prlgst7ngmui2zcqombgapk4cxr1i8bjrnkmel5mnh1a205pk-w500-q85.jpg,Citrus,Moscow Mule,The Library Of Fragrance,"Lime, Ginger",
perfume_images\5oaoaht8x0fsqc32ctotxplqn4utvuhbh2c9p9a1djtnk6jv54c3bed4n8vq-w500-q85.jpg,Woody,Gucci Rush,Gucci,"Patchouli, Gardenia, Vanilla, Freesia, Peach, Cardamom, Musk, Vetiver, Rose (Bulgaria), Jasmine (India)",
perfume_images\oxno770j6kaastvq9yv4swzxkbub300ljpwadrepfg6q08728h52c1wpkyhm-w500-q85.jpg,Floral,L'Isola Che Non C'È,Uermi,"Elemi, Cedarwood, Black Pepper, Lily Of The Valley, Cinnamon, Coriander, Ginger, Lemon, Nutmeg, Amber, Incense / Olibanum, Musk, Pink Pepper, Sandalwood, Vetiver",
perfume_images\zuo10sz1e1qum62nt53gea2iwses81ydlgtp9jyqql8eupbxmr0gge939awg-w500-q85.jpg,Floral,Rose Aria,Heeley,"Rose Centifolia, Amber, Galbanum, Musk, Saffron, Sandalwood",
perfume_images\n5ic86zz2i8kxpmosa11upg5pa0uyxn931zqozg9eh14j8uip5amaxdcsl1y-w500-q85.jpg,Floral,Ladybird,Gorjuss Santoro,"Jasmine, Vanilla, Iris / Orris, Rose, Amber, Citruses, Musk",
perfume_images\15evfbt9swchje71l7knu9ah6brz0gfenirxcym9h4spvx9exxmbkperf9gu-w500-q85.jpg,Floral,Armani Code Sheer 'For Women',Giorgio Armani,"Orange Blossom, Musk, Jasmine, Lily Of The Valley, Vanilla",
perfume_images\nhbpukd4inkvr26e356gtapjiq2tbn2v0r1ozl6zhg87c61l0rde9yuv4tr6-w500-q85.jpg,Floral,Roses Musk,Montale,"Musk, Rose, Amber, Jasmine",
perfume_images\vbp96gqajeojnui2jh26csv4thn174217gh8ir870giftfkvhu2gr94vm4s5-w500-q85.jpg,Amber_Oriental,Rem Eau De Toilette,Reminiscence,"Marine, Tonka Bean, Vanilla (Madagascar), Calone (Marine), Jasmine, Rose, Musk, Patchouli",
perfume_images\5ckqvgjsypa6h9g98f0kjpg173lmui7lnrocbatytti49ei5xvcsqgvdqsl0-w500-q85.jpg,Citrus,Rue De Soleil,Rancé 1795,"Lemon, Geranium, Clary Sage, Amber, Musk, Petitgrain, Woody Notes",
perfume_images\q14s0y9j7hgmmwjy09fxkh4l30r3ixanivnhlarlsgo5ir13lowfc8imcfpq-w500-q85.jpg,Sweet,Good Girl Supreme,Carolina Herrera,"Tonka Bean, Jasmine, Tuberose, Vetiver",
perfume_images\xbip2yqpm6dv0o14u6w02qtmglalk56pwsf97ab1acs5jor0qfxdamnnqgmf-w500-q85.jpg,Woody,Scarlet Sands,Ex Nihilo,"Orange Blossom, Raspberry, Amber, Vanilla, Freesia, Jasmine, Mandarin",
perfume_images\jubxqdfrb1jwknkmk4e433660dm1q62mg1cnmt70f6fw26m2ub20ibgxkgkh-w500-q85.jpg,Amber_Oriental,Bay Rum,Geo.F.Trumper,"Bay, Bergamot, Clove",
perfume_images\r5k9ccib5zy435yfugswlmhq8xsp18bl43f8yk8asz39fc06pvicpknag625-w500-q85.jpg,Floral,Café-Café Puro Pour Femme,Café,"Lily Of The Valley, Lemon, Jasmine, Rose, Tangerine, Musk, Sandalwood, Green Apple",
perfume_images\4pva5k6k1e6ey0szi463i5etdz3g0fwuthabvrtkscj9hzlwpneip5bew3qi-w500-q85.jpg,Floral,Sacred Love,Ajmal,"Jasmine, Peach, Amber, Sandalwood, Vetiver, Blackcurrant Bud",
perfume_images\v3zful8bixi87pgwry1tbxucg83s9799fkahm9kon8kkkyh36mww1vi1v3jd-w500-q85.jpg,Floral,Fleur De Pêcher,Adopt,"Mandarin, Musk",
perfume_images\2wpkc1cfwt9ivz1d3ad5s3dy8yuwrgibkv2yopdlifwa3mk3jf1kkktrv5y1-w500-q85.jpg,Floral,La Vie Est Belle Domaine De La Rose 2022,Lancôme,"Rose Damascena, Rose Centifolia, Patchouli, Iris (Pallida), Bergamot, Pink Pepper, Vanilla",
perfume_images\sugpxkxcbcq3c49aq3qml1z2bt2u1l9ytih2fdlarekddgdsh0x68yuttqbw-w500-q85.jpg,Citrus,Ultra Sexy Heart,Avon,"Mandarin, Jasmine, Blackberry, Benzoin, Orchid, Rose, Vanilla, Sandalwood (Australia)",
perfume_images\6cikjiv3n6xot1rs4vtdhjt0b4reox5z8phx4wqjovrfqm6gdy0xkr8ea0mh-w500-q85.jpg,Woody,Cherry Oud,Guerlain,"Cherry, Oud (Assam), Leather, Rose (Turkey), Cardamom, Cinnamon, Musk, Rose (Bulgaria)",
perfume_images\q0pbsy2a76suxa5kkfuz5rdkpyvv1amq2bywy5nid7tenqxrpw62pd0xchn5-w500-q85.jpg,Amber_Oriental,Bois D'Ambre,Karl Lagerfeld,"Amber, Geranium, Bergamot, Tonka Bean, Clary Sage, Bitter Orange, Plum",
perfume_images\1yamco2zq156htsrw33cwqgtr9x37ouv3fbgwqzbzrrn54sz20gpygqcbthg-w500-q85.jpg,Floral,Vents Et Marées,Molinard,"Freesia, Blackcurrant Bud, Sandalwood, Rose, Clementine, Grapefruit, Tonka Bean, Marine, Musk",
perfume_images\i1515kgvu9hvn0jd6qjnq43wj3cy045v6zgpqcxbnv2dan950sc13aler7ff-w500-q85.jpg,Floral,Endless Sea Eau De Parfum,Bath & Body Works,"Lily, Bergamot",
perfume_images\lkd004fpwensvs4dc9l14dpgmy67t5kcv5qj5vy1dbc7cpcfk2o6eijyc135-w500-q85.jpg,Floral,Visions Of Venice,Birkholz,"Apple, Pineapple, Rose, Cedarwood, Violet, Lemon, Amber, Cardamom, Musk, Patchouli, Praline, Vanilla",
perfume_images\01195_1976_Eau_de_Parfum.jpg,Citrus,1976 Eau de Parfum,Floris London,"Bergamot, lemon, birch leaf, black pepper, jasmine, juniper, vetiver, lavender, patchouli, amber, musk",https://static.luckyscent.com/images/products/71523.jpg?width=400&404=product.png
perfume_images\zlmhe94txg8w7nb6beoe9rvg0yu72b67ft2f7bhdhr3xj29cs7hbrodzj2w7-w500-q85.jpg,Floral,Live Out Loud #4U,Avon,"Orange Blossom, Vanilla, Pineapple, Bergamot, Mandarin, Musk, Patchouli",
perfume_images\9yf64dv0jqbexwspww5emt339qctfhoobvrgtyo6srkfj5dprvbojlxdv5da-w500-q85.jpg,Woody,Uzon Re-Lançamento,Jequiti,"Sandalwood, Ginger, Black Pepper, Cedarwood, Vetiver, Amber, Tonka Bean, Vanilla, Anise, Bamboo, Bergamot, Geranium, Jasmine, Lemon, Musk, Clary Sage",
perfume_images\9efbyshlmfc6vufcvzco1lg0txrvbqyzkvszle1gx9zjj6c3azd5v5zxrvgp-w500-q85.jpg,Woody,B.L.U Man,Bella Vita,"Apple, Pineapple, Iris / Orris, Lemon, Mandarin, Nutmeg, Black Pepper, Amber, Musk, Vetiver",
perfume_images\d2xrikt354snnkkb4uk89ge7n14hm1x6t62kxnvj5ht5jafe06nklatwilci-w500-q85.jpg,Woody,Oud Hindi,Rihanah,"Oud / Agarwood, Amber, Musk, Patchouli",
perfume_images\v1x7q894xkg8irsjvl8ebc3nt8vasqwyiz99tpcqgf2sm4598wy5bcgombmi-w500-q85.jpg,Floral,Un Matin D'Orage Eau De Toilette,Goutal,"Magnolia, Jasmine (Sambac), Gardenia, Jasmine (Indonesia), Ginger, Lemon",
perfume_images\qsfffz1d1pti1wblzkr8dtdpauz09g6cz6hatd0zjebqmabuno6xv1y5wiqh-w500-q85.jpg,Woody,Parisian Oud,Franck Olivier,"Amber, Saffron, Sandalwood, Bergamot, Ginger, Peach, Vanilla, Musk, Orange Blossom, Patchouli, Rose",
perfume_images\01416_Lampblack_Eau_de_Parfum.jpg,Citrus,Lampblack Eau de Parfum,Bruno Fazzolari,"Sweet Orange, Black Pepper, Bitter Grapefruit, Nagamotha, Benzoin, Vetiver, Shadow",https://static.luckyscent.com/images/products/69300.jpg?width=400&404=product.png
perfume_images\wtrdk7lpnyolk15i5zk7qmvu6vxncd3mmd7qtn21olibj9eqmaxad1aa4icx-w500-q85.jpg,Sweet,Night Bloom,Jacomo,"Praline, Patchouli, Peach, Freesia, Iris / Orris, Jasmine, Orange Blossom, Mandarin, Pear, Vanilla, Blackcurrant Bud",
perfume_images\vsszfrn1nnmxfu53ly9dmmnmu3tmbr2r13l414l7988iomjz9ddfsbru3o4i-w500-q85.jpg,Woody,Rubylips,Salvador Dalí,"Sandalwood, Rose, Musk, Orchid, Patchouli, Yuzu",
perfume_images\97k842wn95whwtdsr2r3b9hnsvtmwbcy5cjroli17yxh36118kz745vrc2e6-w500-q85.jpg,Woody,Forever,Oscar,"Sandalwood, Iris / Orris, Tuberose, Jasmine, Musk, Vanilla, Violet",
perfume_images\b4lkdxqfxgcujx32h01uxbu539raqf3fbymp8qecsmsgmbxgqzgkpnbuohuu-w500-q85.jpg,Floral,Coco Paradise,Bath & Body Works,"Tiare, Neroli, Sandalwood",
perfume_images\qirne0v1ninqkw46eun1fefp8iwptmi2av93n7a5gyne8zdlvj1t5s6vlsfv-w500-q85.jpg,Citrus,Acqua Di Parma Yuzu,Acqua Di Parma,"Yuzu, Mimosa, Bergamot, Jasmine, Musk, Sandalwood, Violet Leaves",
perfume_images\iusqxuxsw8myhn5lr7rvqsj26oeoxnzsr6dk277c65janrytsdtgaw5fnsgp-w500-q85.jpg,Citrus,Realitea,Faynt,"Bergamot, Green Tea, Lemon, Freesia, Amber, Cedarwood, Mint, Musk, Orange Blossom, Osmanthus",
perfume_images\iouhgndumyfl09kx5bow8s749rmjwlnpw4tlg1ybn0nv4sfvi22iwz88iomq-w500-q85.jpg,Floral,Iris Sublime,Jardin Bohème,"Iris / Orris, Bergamot, Sandalwood, Freesia, Plum, Musk, Vanilla",
perfume_images\dj9l8h1ntjrtplk9kx0o2jhsqfqncj29z738t5ut8bcqk6uj8hvu9v8mw14k-w500-q85.jpg,Woody,Flamboyant,Oriflame,"Bay, Cardamom, Grapefruit",
perfume_images\u9tz0yrsku7djxuqivu4nqbpajw32dcj1ci3eia91d1ix7x36kzb17rftunv-w500-q85.jpg,Woody,Brit For Men,Burberry,"Cedarwood, Woody Notes, Cardamom, Nutmeg, Rose, Tonka Bean, Bergamot, Ginger, Musk, Mandarin (green)",
perfume_images\m56tfknhmihk6f56wdb0wjkv042fl70fphmtv94trr4rp46c7j3tp7itr01d-w500-q85.jpg,Fresh,Gentleman,Emmanuelle Jane,"Lavender, Cedarwood, Ginger, Clary Sage, Incense / Olibanum, Pepper, Bergamot, Cashmeran (Woody musky), Cinnamon, Musk, Patchouli, Vetiver",
perfume_images\ytf6imcsc0asmgl115pa8mjfcw7phd44o92vqta4aunbketlm1ucbgf5xg3e-w500-q85.jpg,Woody,Boronia,Grandiflora,"Mate, Violet Leaves, Caramel, Carnation, Ciste Labdanum, Geranium, Lavender, Magnolia, Musk, Myrrh, Osmanthus, Suede, Vanilla, Violet, Rose (Turkey), Ambrette Seed, Rose (Morocco)",
perfume_images\ck5s7s5cov5dibw58w207tnq6cvz66zdi1rsd6zcmc3ru2xc8dmfwi5unrbd-w500-q85.jpg,Floral,Eternal Magic,Avon,"Rose, Violet, Woody Notes, Iris / Orris, Bergamot, Pink Pepper",
perfume_images\29cdnw0we4s2dv87p77eulzoco66i0vbez5dsnebkqhngwkuykngoqk8uz1q-w500-q85.jpg,Woody,Lee Cooper Originals For Gentlemen,Lee Cooper,"Leather, Grapefruit, Cedarwood (Atlas), Amber, Cardamom, Cinnamon, Ginger, Nutmeg, Pepper, Petitgrain",
perfume_images\vsidtjlkerpxuqgkrr9dkiavyttccowl5l4t8q0dyfak0mk1ijcfwh27hvq3-w500-q85.jpg,Floral,Karma,Tesori D’Oriente,"Floral Notes, Lemon, Cedarwood, Bergamot",
perfume_images\wp0j3daj7re67v7xo7zgkihlgxb0ra5iv9eofvedqokdgmwraua0rkfak3ep-w500-q85.jpg,Fresh,Pour Un Homme De Caron,Caron,"Lavender, Vanilla, Ambergris, Geranium, Musk, Lime",
perfume_images\lpe8ty7ocmszwx0uw28bcdzzzr5trkjnoh5smcp5rnvfkt9v2yyjm7tppues-w500-q85.jpg,Fresh,Forum Original Denim,Forum,"Lavender, Lemon, Sandalwood, Clary Sage, Freesia, Amber, Bergamot, Cashmeran (Woody musky), Vetiver",
perfume_images\oi8ikibbzpg1xhazuo9933ys1l0io86teghk3bzr4ir6mv32cp3fdemu2mni-w500-q85.jpg,Floral,Banderas Jardin Encantado,La Martina,"Magnolia, Peach, Woody Notes, Freesia, Jasmine, Lily Of The Valley, Violet, Bergamot, Grapefruit, Lemon, Amber, Musk",
perfume_images\vqaclwno5ljk6wfnaew46rtocusnah7wdd0pjixqcu9gz1jbpt3sglyergeb-w500-q85.jpg,Floral,Walking On Via Fiori Oscuri,Trussardi,"Heliotrope, Mimosa, Rose, Lily Of The Valley, Bergamot, Mandarin, Tonka Bean, Vetiver, Vanilla (Bourbon)",
perfume_images\1l4bd3716co6vbu5trjiln39fj35mc4dh4bx6k5ks5md9kpxcj6p3ruqgq5t-w500-q85.jpg,Woody,Cf Tabac Spirit,Inessance,"Tobacco Leaf, Bergamot, Amber, Patchouli, Geranium, Clary Sage, Musk",
perfume_images\plvks840rjbremrhiuhw8bmpgauzlxv3rxu9lhmw8yeqhkkgvmv26cvaa5rt-w500-q85.jpg,Woody,Shangri-La,Orientica,"Sandalwood, Clove, Prunol (Plum), Cedarwood, Ginger, Palisander Rosewood, Rose (Bulgaria), Vetiver (Bourbon), Raspberry, Thyme",
perfume_images\01661_Neroli_36_Perfume_Oil.jpg,Citrus,Neroli 36 Perfume Oil,Le Labo,"neroli, mandarin orange, rose, jasmine, calone, musk, tonka bean, vanilla",https://static.luckyscent.com/images/products/46845.jpg?width=400&404=product.png
perfume_images\7xjvgg5b1wglyi213km6om62koepcc8shrelftrl0aitoj5ckuo3ubrgtvrk-w500-q85.jpg,Floral,Nuit Rose,Fiorucci,"Rose, Lychee, Musk, Freesia, Raspberry, Champagne Rosé, Pink Pepper",
perfume_images\ku73427atjk1prizyguy7xgpsymq2ylq6x59hropkpy71rsdijfdsf03r43b-w500-q85.jpg,Woody,Giorgio Men,Beverly Hills,"Oakmoss, Patchouli, Amber, Benzoin, Incense / Olibanum, Musk, Tonka Bean, Vanilla, Aldehyde, Bergamot, Carnation, Cedarwood, Cinnamon, Clove, Fruity Notes, Green Notes, Iris / Orris, Lemon, Mandarin, Nutmeg, Rose, Sandalwood",
perfume_images\00951_Amber_Absolutely_Eau_de_Parfum.jpg,Amber_Oriental,Amber Absolutely Eau de Parfum,Fort & Manle,"Musk, amber, benzoin, labdanum, honey, plum, rose, vetiver, cedar",https://static.luckyscent.com/images/products/78100.jpg?width=400&404=product.png
perfume_images\9rnqk2hdaenbt8t9es777hix1vmj3vuproyasqybzgbso20xm8056ohqpqib-w500-q85.jpg,Amber_Oriental,Keemun,Welton London,"Iris / Orris, Myrrh, Rum, Incense / Olibanum, Guaiac Wood, Bergamot, Cocoa, Mate, Musk",
perfume_images\k2t4m7oilsgrmmae83mhc9r8smrjho4cwq5x53yx5rr63pictlu36mfce8zl-w500-q85.jpg,Floral,Armani Code Cashmere,Giorgio Armani,"Orange Blossom, Incense / Olibanum, Iris / Orris, Jasmine (Sambac), Heliotrope, Leather, Suede",
perfume_images\kk49wgsnjr8eyzjlrt0kd10zl04i82wkbldzsn3ax4f2y7c3btvp5cf1fxod-w500-q85.jpg,Citrus,Champ Bleu Du Ciel,Caron,"Grapefruit, Iris / Orris, Vetiver (Haiti), Bergamot, Lemon, Lavender, Musk, Pink Pepper",
perfume_images\tnojjfxyd24igr23599zkb1uhow35dkizd8m1o2ifca96pt7j68ipes3xkbr-w500-q85.jpg,Fresh,Knize Forest,Knize,"Lavender, Rosemary, Sandalwood, Mint, Clary Sage, Ambergris, Bergamot, Cedarwood, Clove, Jasmine, Juniper Berries, Lemon, Oakmoss, Patchouli, Petitgrain, Vetiver, Violet",
perfume_images\nud85uvtepfl7y72mgx32l3s9b02ur1rvjedd8f3obdgzfels1849qazm0f9-w500-q85.jpg,Floral,Sun,Marbert,"Jasmine, Mandarin, Sandalwood, Lily, Violet, Grapefruit, Melon, Vanilla",
perfume_images\02040_Vanille_Noire_du_Mexique_Eau_de_Toilette.jpg,Floral,Vanille Noire du Mexique Eau de Toilette,La Maison de la  Vanille,"vanilla, rose, jasmine, iris, tonka bean, bergamot",https://static.luckyscent.com/images/products/16500.jpg?width=400&404=product.png
perfume_images\9tebz2vd45j8wu6kdi29mx2lzagdt4b5sleuox32dqxl5m9165tupost6m4s-w500-q85.jpg,Floral,Babylonia,Ormonde Jayne,"Violet, Benzoin (Siam), Iris / Orris, Orange Blossom, Vanilla, Bergamot, Musk, Pink Pepper, Praline",
perfume_images\kmp4funq3p1fmgyfh2mjasu58ycghsukod3vkqxukwjos7uqrirv9fre061n-w500-q85.jpg,Sweet,Imari Fantasy,Avon,"Jasmine (Sambac), Cashmeran (Woody musky)",
perfume_images\cl7moebhnxk09o2b7fgb6vp1zot22cnnudbyuvv98k7uhsioz9f3jst35uzj-w500-q85.jpg,Fresh,Tabac Original Craftsman,Tabac,"Bergamot, Tonka Bean, Black Pepper, Geranium, Lavender, Grapefruit, Leather, Patchouli, Vetiver",
perfume_images\qun5r1lsaae3pefmxv9fjs029tnfut32as0pt1jsokmm7631en68sbd3b6th-w500-q85.jpg,Woody,Noir Endurance All Time Classic,Just Jack,"Amber, Lily Of The Valley, Pink Pepper, Sandalwood, Iris / Orris, Jasmine, Vanilla, Cardamom, Citruses, Clove, Musk, Neroli, Strawberry",
perfume_images\18qiqlugw13mxofq73vdh8jskxtxg14b836nmn37o61n30b0miy69tjfp9ex-w500-q85.jpg,Woody,Midnight,Boadicea The Victorious,"Rose (Turkey), Patchouli, Geranium, Rose (Egypt), Amber, Benzoin, Cinnamon, Incense / Olibanum, Iris / Orris, Musk, Pink Pepper, Tobacco Leaf, Tonka Bean, Vanilla",
perfume_images\0f7fai4w2ws6bgiczlvadqwrcevggizc6yph69x79otqfabthz3hif51d16l-w500-q85.jpg,Amber_Oriental,Saffron Amber,Korres,"Amber, Saffron, Cardamom, Lily, Rose, Violet, Lemon, Sandalwood",
perfume_images\ex5nmu1mu5a41p7wbuenljri65i308oylqarmxr7ep64i7s72h4nag9lbg20-w500-q85.jpg,Floral,Royal Musk,Al Haramain,"Musk, Ylang-ylang, Jasmine, Iris / Orris, Lily Of The Valley, Bergamot, Pepper, Beeswax",
perfume_images\cbrdpsoxmljm9mqjxcaqfsq7vhs1fckbpwitmksx9amlr70u6s0fy66s0spl-w500-q85.jpg,Floral,Parco Palladiano I Magnolia,Bottega Veneta,"Magnolia, Green Notes, Oakmoss",
perfume_images\nrteibsvt6e5kqfn1xpmpjj52ejsa39xfcblyzn4n84i47mk98td3a9p23k6-w500-q85.jpg,Amber_Oriental,Spice Bazaar,Nishane Istanbul,"Cinnamon, Juniper Berries, Saffron, Vanilla, Cedarwood, Ginger, Rosemary, Yuzu, Black Pepper",
perfume_images\zaqgjs15h1n48f61930kg2pnrm1ec21lujqv0kz4jal13dqnxw5osyl09wcw-w500-q85.jpg,Fresh,23 By Michael Jordan,Michael Jordan,"Bergamot, Musk, Rosemary, Clary Sage, Thyme, Cardamom, Juniper Berries, Opoponax, Patchouli, Vetiver",
perfume_images\b77bexaydwl7rv8nehtrapyaj0oy0ef9kndd7utqenspx87r4cit5fyz1fl1-w500-q85.jpg,Woody,Monocle Scent One : Hinoki,Comme Des Garçons,"Georgywood (Cedarwood note), Vetiver, Woody Notes, Thyme, Incense / Olibanum",
perfume_images\g76hyy7r6is8vzy0w83ud4c05k41dozfbgg2vvu1o6qmkcft5ye98xc8jfb5-w500-q85.jpg,Amber_Oriental,Goldmund,Huygens,"Ciste Labdanum, Balsam (Peru), Tonka Bean, Benzoin, Vanilla, Cinnamon, Ylang-ylang, Thyme",
perfume_images\2gqcevwrf5wl78ly9qv62zrmc8v0oofflszm0qnq9h0qwr92rio3n985bptr-w500-q85.jpg,Amber_Oriental,Annicke 5,Eight & Bob,"Amber, Toffee, Rum, Vanilla, Lily Of The Valley, Plum, Bergamot, Caramel, Patchouli",
perfume_images\wiqctsaccb8sjal8m2ft878h3b6bk403umskeiffx7fa26qxmelud4930ser-w500-q85.jpg,Fresh,Sound Of The Brave,Diesel,"Lavandin, Juniper Berries, Rosemary, Clary Sage, Cardamom, Elemi, Fresh Cut Grass, Orange Blossom, Lemon, Musk, Patchouli, Vanilla, Green Apple",
perfume_images\2j17v74mo64r7ilec5vtrpk1jfrogcnqk9dk4imb5jrih06a00enjfad7xpw-w500-q85.jpg,Sweet,Fly Me To The Oud,Musicology,"Oud / Agarwood, Sandalwood (Australia), Leather, Patchouli, Black Pepper",
perfume_images\ox38ycj6fls0evyew1kp79q7xiw9ok48bxjhpsgfe771cnrk90scyivkd6yx-w500-q85.jpg,Woody,Aoud Ambre,Montale,"Oud / Agarwood, Amber, Ciste Labdanum",
perfume_images\huf697waesm7ijoii2736s3jfvcjpq0k615pnlmw2dx48fvh7tb6xuov7hq0-w500-q85.jpg,Woody,Valparaiso,Le Couvent,"Cedarwood (America), Vetiver (Haiti), Cardamom, Myrrh, Patchouli, Incense (Somalia), Ciste Labdanum, Nutmeg, Petitgrain",
perfume_images\02019_Patchouli_perfume_oil.jpg,Amber_Oriental,Patchouli perfume oil,Jalaine,"Tunisian patchouli, amber, three types of musk, vanilla",https://static.luckyscent.com/images/products/27301.jpg?width=400&404=product.png
perfume_images\8p9pukyeonhyeaqqwe1c7ihl3mynqwr5tll3cifoocsn98ufgiqpnzf8gsaw-w500-q85.jpg,Woody,Cerruti 1881 Black,Cerruti,"Guaiac Wood, Black Pepper, Oud / Agarwood, Cedarwood, Bitter Orange, Nutmeg",
perfume_images\uys07oukn5q7z3cpczohc9soxl3kfwt1m552bvklu4jdczmwp5e124c7x7gj-w500-q85.jpg,Fresh,Revolver,Villain,"Lavender, Grapefruit, Cedarwood, Geranium, Cardamom, Marine, Amber, Patchouli",
perfume_images\umjscyqmm6nyfnj63xku4f6771uhyj6g3ua28ar40lp1v5a1qxx6hd20ga4h-w500-q85.jpg,Citrus,Cedrat 37,Le Labo,"Ginger, Woody Notes, Ambergris, Musk",
perfume_images\51xxzdtbqlphlm88qj1q3dk8vqe1m4h4rjdb6z4f2ak91j0qu2dtkdh9b5f9-w500-q85.jpg,Woody,Patchouli Noir,Christian Provenzano,"Patchouli, Ciste Labdanum, Sandalwood (India), Amber, Vanilla, Bergamot, Iris / Orris, Musk, Osmanthus, Pink Pepper, Rose (Turkey), Jasmine (Sambac)",
perfume_images\j36i2x5n88jx8crykjefil2oewmitcb2njfbxivlaigpeyl9crxy0n405b4q-w500-q85.jpg,Woody,Santal Safran,Maison De Fouzdar,"Saffron, Sandalwood (Australia), Musk",
perfume_images\cnub8a497nhfbmo2hipibtpwnnlpdf29ouc577yrxzzgkds1l2ddbo9ax2d3-w500-q85.jpg,Sweet,Les Gourmandises De Nina,Nina Ricci,"Gardenia, Passion Fruit, Praline, Mandarin",
perfume_images\28yigqk4ae2e36l5sx463vhbv2bxf4ldhvr8bain73i8dxk2h6t3hlb062lu-w500-q85.jpg,Woody,Acqua Di Sale Acquerello 2020,Profumum Roma,Cedarwood,
perfume_images\79rcdfqrnghc5988s7hnk9qjzfwvf96pnuexta4o47rxrfsk2i4gdprek3o7-w500-q85.jpg,Woody,End Game,Roads,"Cashmeran (Woody musky), Woody Notes, Vetiver, Bergamot, Musk, Clary Sage",
perfume_images\77oz8gbe29ktoaxadlf4wapyl8sb1zoyhscdtqna1oewo5e8xmfu5f9xyg75-w500-q85.jpg,Floral,Looking Glass,Derek Lam 10 Crosby,"Floral Notes, Magnolia (China), Tonka Bean",
perfume_images\yz5adqs668nseo3ar0a1unkefb2376jwhofpbrw41ijbjne46h76tuwo7bn9-w500-q85.jpg,Fresh,Excite 12°,Documents,"Pineapple, Ambergris, Musk",
perfume_images\fa5oi2fbv5mcb9r8lf01x6mi8o2mw1vwc2yqfe5p4pftk2f30yyum8cg1hi3-w500-q85.jpg,Woody,Sand Dance,Stéphane Humbert Lucas,"Sandalwood, Benzoin, Cashmeran (Woody musky), Cedarwood, Coriander, Mandarin, Tonka Bean, Cocoa, Patchouli",
perfume_images\45a04xjsh1id4zdo2a36aeukp0q7p46zxec1gjm2kqnl96ztyzl9rcw4xn7k-w500-q85.jpg,Floral,Amethyst Éclat,Lalique,"Peony, Pear, Musk, Magnolia, Rose (Bulgaria), Blackberry, Raspberry, Woody Notes, Blackcurrant Bud",
perfume_images\2pqfprstjs69r7xq0cppfegpeobj62itauu8qusu88x84my5cdtypkb6ri3w-w500-q85.jpg,Floral,Flirty Girl Sexy,Cyzone,"Violet, Praline, Vanilla, Sandalwood",
perfume_images\vxb8ha0da8rv9p6ch1yidk7ubuaoa6rq3nfv0yifsflqs2zv4kc5ydm7bpwf-w500-q85.jpg,Floral,Live Luxe Jennifer Lopez,Jennifer Lopez,"Freesia, Musk, Iris / Orris, Jasmine, Rose, Ylang-ylang, Peach, Raspberry, Mandarin, Sandalwood, Blackcurrant Bud",
perfume_images\y1q9bf61r8mq8qr3dgvgsqiqrbh3ja4u9kmpmdm7rozcjkhvpso8apfzg0k2-w500-q85.jpg,Floral,Pretty Butterfly,Betty Barclay,"Lily Of The Valley, Passion Fruit, Musk, Palisander Rosewood, Rose (Taif), Violet, Blackberry, Lemon, Patchouli",
perfume_images\vs08gxykw7l5p1mbylw6fl8x0evbyy6tipa7pv1b8djzuriyvdp7hksakdiw-w500-q85.jpg,Floral,Pioggia_Forte,Filippo Sorcinelli,"Jasmine, Amber, Gardenia, Marine, Rose, Benzoin, Geranium, Musk, Woody Notes",
perfume_images\4st8au57pkxk6uvfsehvg4l8gu7mngl2o3htdoa66j3p1ep54qkvyb9rbs1b-w500-q85.jpg,Woody,Giullare,V Canto,"Cedarwood (Lebanon), Vanilla (Bourbon), Ambergris, Bergamot, Cedarwood (Atlas), Coffee, Birch, Caramel, Musk, Myrrh, Patchouli, Peach, Pineapple, Rosemary, Thyme, Ylang-ylang, Rose (Bulgaria)",
perfume_images\u4d02742cok1680mbn5adpv306f7hbpj44wionuoqwl5jw3aq3pq8bwz84ww-w500-q85.jpg,Floral,Mini Fruity,Ulric De Varens,"Pear, Musk, Hedione (light Jasmine), Orange Blossom, Petitgrain, Raspberry, Ambergris",
perfume_images\01006_Layton_EXCLUSIF_Eau_de_Parfum.jpg,Citrus,Layton EXCLUSIF Eau de Parfum,Parfums de Marly,"Bergamot, mandarin, water accord, grapefruit, rose, geranium, waterlily, gardenia, civet, cardamom, sandalwood, gaiac, amber, pink pepper, vanilla, coffee, musk",https://static.luckyscent.com/images/products/70024.jpg?width=400&404=product.png
perfume_images\3um6s74jwv7anha2fp4q36u3v9858hdkmv9nuv6o1gqgw6m45wy91bogghib-w500-q85.jpg,Floral,Lehen,Anfas Al Khaleej,"Rose, Amber",
perfume_images\r03rxgy50vs4ml08ddfrcagcnws74w1lqs3nsosr0qprzjp7mwn636vyn9au-w500-q85.jpg,Woody,Ombre Vétiver,Plantes & Parfums,"Vetiver, Bergamot, Cedarwood, Grapefruit, Sandalwood, Freesia, Nutmeg, Violet, Ylang-ylang",
